Sex,height,mass,Sport,Club,club_1,club_2,club_3,club_week,class,Testdate,School,Name,Location,Filename,Board,Admin,cohort,Inclusion,S20,BPT,SLJ,OLB,Star,Run,note,Birthdate,Child,District
w,139,32,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-10T00:00:00Z,11349,Moorgrundschule Staatliche Grundschule Gumpelstadt,Bad Salzungen OT Gumpelstadt,./22raw/11349_Moorgrundschule_GS_Gumpelstadt_3a.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.3,3.4,120,14,23,972,keine,2014-03-21T00:00:00Z,C001472,Landkreis Wartburgkreis
m,132,27,ja,nein,Andere,NA,NA,einmal,3a,2022-11-10T00:00:00Z,11349,Moorgrundschule Staatliche Grundschule Gumpelstadt,Bad Salzungen OT Gumpelstadt,./22raw/11349_Moorgrundschule_GS_Gumpelstadt_3a.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.3,3.2,130,5,35,1035,keine,2014-01-20T00:00:00Z,C001473,Landkreis Wartburgkreis
m,129,23,ja,ja,Fussball,NA,NA,mehr als dreimal,3a,2022-11-10T00:00:00Z,11349,Moorgrundschule Staatliche Grundschule Gumpelstadt,Bad Salzungen OT Gumpelstadt,./22raw/11349_Moorgrundschule_GS_Gumpelstadt_3a.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4,3.6,143,NA,21,1134,Probleme Einbeinstand,2014-07-26T00:00:00Z,C001474,Landkreis Wartburgkreis
w,139,30,nein,ja,Leichtathletik,Reiten/Voltigieren,NA,dreimal,3a,2022-11-10T00:00:00Z,11349,Moorgrundschule Staatliche Grundschule Gumpelstadt,Bad Salzungen OT Gumpelstadt,./22raw/11349_Moorgrundschule_GS_Gumpelstadt_3a.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.4,3.1,NA,9,NA,792,Probleme Standweitsprung,2014-04-30T00:00:00Z,C001475,Landkreis Wartburgkreis
w,132,26,nein,ja,Skisport,NA,NA,dreimal,3a,2022-11-10T00:00:00Z,11349,Moorgrundschule Staatliche Grundschule Gumpelstadt,Bad Salzungen OT Gumpelstadt,./22raw/11349_Moorgrundschule_GS_Gumpelstadt_3a.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.2,2.8,143,13,25.6,1134,keine,2014-06-30T00:00:00Z,C001476,Landkreis Wartburgkreis
m,144,33,ja,ja,Fussball,NA,NA,zweimal,3a,2022-11-10T00:00:00Z,11349,Moorgrundschule Staatliche Grundschule Gumpelstadt,Bad Salzungen OT Gumpelstadt,./22raw/11349_Moorgrundschule_GS_Gumpelstadt_3a.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.2,3.6,156,6,22,891,keine,2014-05-16T00:00:00Z,C001477,Landkreis Wartburgkreis
m,148,43,ja,nein,Andere,NA,NA,einmal,3a,2022-11-10T00:00:00Z,11349,Moorgrundschule Staatliche Grundschule Gumpelstadt,Bad Salzungen OT Gumpelstadt,./22raw/11349_Moorgrundschule_GS_Gumpelstadt_3a.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.4,4.1,129,6,33.2,891,keine,2013-10-13T00:00:00Z,C001478,Landkreis Wartburgkreis
m,139,30,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-10T00:00:00Z,11349,Moorgrundschule Staatliche Grundschule Gumpelstadt,Bad Salzungen OT Gumpelstadt,./22raw/11349_Moorgrundschule_GS_Gumpelstadt_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.4,3.4,97,13,23.7,1089,keine,2014-03-07T00:00:00Z,C001479,Landkreis Wartburgkreis
m,145,55,nein,ja,Fussball,NA,NA,zweimal,3b,2022-11-10T00:00:00Z,11349,Moorgrundschule Staatliche Grundschule Gumpelstadt,Bad Salzungen OT Gumpelstadt,./22raw/11349_Moorgrundschule_GS_Gumpelstadt_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.9,5.1,110,0,23.7,819,Probleme Einbeinstand,2013-08-13T00:00:00Z,C001480,Landkreis Wartburgkreis
w,138,34,nein,ja,Tanzen/Aerobic,NA,NA,einmal,3b,2022-11-10T00:00:00Z,11349,Moorgrundschule Staatliche Grundschule Gumpelstadt,Bad Salzungen OT Gumpelstadt,./22raw/11349_Moorgrundschule_GS_Gumpelstadt_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.2,3.3,110,7,29.9,954,keine,2014-03-05T00:00:00Z,C001481,Landkreis Wartburgkreis
w,143,35,ja,ja,Tanzen/Aerobic,Andere,NA,zweimal,3b,2022-11-10T00:00:00Z,11349,Moorgrundschule Staatliche Grundschule Gumpelstadt,Bad Salzungen OT Gumpelstadt,./22raw/11349_Moorgrundschule_GS_Gumpelstadt_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4,3.6,120,12,35.5,972,keine,2013-12-31T00:00:00Z,C001482,Landkreis Wartburgkreis
m,140,36,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-10T00:00:00Z,11349,Moorgrundschule Staatliche Grundschule Gumpelstadt,Bad Salzungen OT Gumpelstadt,./22raw/11349_Moorgrundschule_GS_Gumpelstadt_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4,4.4,140,6,0,972,Probleme Sternlauf,2013-10-07T00:00:00Z,C001483,Landkreis Wartburgkreis
m,136,35,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-10T00:00:00Z,11349,Moorgrundschule Staatliche Grundschule Gumpelstadt,Bad Salzungen OT Gumpelstadt,./22raw/11349_Moorgrundschule_GS_Gumpelstadt_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.2,3.9,90,0,23,576,Probleme Einbeinstand,2013-10-07T00:00:00Z,C001484,Landkreis Wartburgkreis
w,132,27,ja,ja,Reiten/Voltigieren,Andere,NA,mehr als dreimal,3b,2022-11-10T00:00:00Z,11349,Moorgrundschule Staatliche Grundschule Gumpelstadt,Bad Salzungen OT Gumpelstadt,./22raw/11349_Moorgrundschule_GS_Gumpelstadt_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.5,3.9,125,6,25,1116,keine,2014-01-05T00:00:00Z,C001485,Landkreis Wartburgkreis
w,139,25,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-10T00:00:00Z,11349,Moorgrundschule Staatliche Grundschule Gumpelstadt,Bad Salzungen OT Gumpelstadt,./22raw/11349_Moorgrundschule_GS_Gumpelstadt_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.3,3,135,13,29,1035,keine,2014-04-01T00:00:00Z,C001486,Landkreis Wartburgkreis
m,139,29,ja,ja,Kampfsport,Andere,NA,zweimal,3b,2022-11-10T00:00:00Z,11349,Moorgrundschule Staatliche Grundschule Gumpelstadt,Bad Salzungen OT Gumpelstadt,./22raw/11349_Moorgrundschule_GS_Gumpelstadt_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,3.9,4.3,158,5,21,1116,keine,2013-12-09T00:00:00Z,C001487,Landkreis Wartburgkreis
w,128,26,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-10T00:00:00Z,11349,Moorgrundschule Staatliche Grundschule Gumpelstadt,Bad Salzungen OT Gumpelstadt,./22raw/11349_Moorgrundschule_GS_Gumpelstadt_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.7,3,117,0,26,927,Probleme Einbeinstand,2014-02-01T00:00:00Z,C001488,Landkreis Wartburgkreis
m,122,26,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-10T00:00:00Z,11349,Moorgrundschule Staatliche Grundschule Gumpelstadt,Bad Salzungen OT Gumpelstadt,./22raw/11349_Moorgrundschule_GS_Gumpelstadt_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.6,2.9,87,8,25,945,keine,2014-08-02T00:00:00Z,C001489,Landkreis Wartburgkreis
m,140,47,nein,ja,Fussball,NA,NA,dreimal,3b,2022-11-10T00:00:00Z,11349,Moorgrundschule Staatliche Grundschule Gumpelstadt,Bad Salzungen OT Gumpelstadt,./22raw/11349_Moorgrundschule_GS_Gumpelstadt_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.1,5.2,113,9,0,945,Probleme Sternlauf,2013-10-04T00:00:00Z,C001490,Landkreis Wartburgkreis
w,119,20,ja,nein,Andere,NA,NA,einmal,3b,2022-11-10T00:00:00Z,11349,Moorgrundschule Staatliche Grundschule Gumpelstadt,Bad Salzungen OT Gumpelstadt,./22raw/11349_Moorgrundschule_GS_Gumpelstadt_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.2,3.1,118,7,23,1044,keine,2014-04-08T00:00:00Z,C001491,Landkreis Wartburgkreis
m,136,27,ja,ja,Fussball,Andere,NA,mehr als dreimal,3b,2022-11-10T00:00:00Z,11349,Moorgrundschule Staatliche Grundschule Gumpelstadt,Bad Salzungen OT Gumpelstadt,./22raw/11349_Moorgrundschule_GS_Gumpelstadt_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,3.6,3.9,155,6,18,1197,keine,2013-07-16T00:00:00Z,C001492,Landkreis Wartburgkreis
m,137,40,nein,ja,Fussball,NA,NA,dreimal,3b,2022-11-10T00:00:00Z,11349,Moorgrundschule Staatliche Grundschule Gumpelstadt,Bad Salzungen OT Gumpelstadt,./22raw/11349_Moorgrundschule_GS_Gumpelstadt_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.4,3,103,0,27,945,Probleme Einbeinstand,2013-09-03T00:00:00Z,C001493,Landkreis Wartburgkreis
w,144,33,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-10T00:00:00Z,11349,Moorgrundschule Staatliche Grundschule Gumpelstadt,Bad Salzungen OT Gumpelstadt,./22raw/11349_Moorgrundschule_GS_Gumpelstadt_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.2,4,155,18,22,954,keine,2013-09-10T00:00:00Z,C001494,Landkreis Wartburgkreis
m,139,42,nein,ja,Fussball,NA,NA,dreimal,3,2022-12-02T00:00:00Z,11353,"Staatliche Grundschule ""Andreas Fack"" Kaltennordheim",Kaltennordheim,./22raw/11353_GS_AF_Kaltennordheim.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,5,3.9,105,10,33.5,738,keine,2014-06-18T00:00:00Z,C001495,Landkreis Schmalkalden-Meiningen
m,130,27,nein,nein,NA,NA,NA,--wählen--,3,2022-12-02T00:00:00Z,11353,"Staatliche Grundschule ""Andreas Fack"" Kaltennordheim",Kaltennordheim,./22raw/11353_GS_AF_Kaltennordheim.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.1,2.75,153,10,22.1,819,keine,2013-12-30T00:00:00Z,C001496,Landkreis Schmalkalden-Meiningen
m,149,37,nein,nein,NA,NA,NA,--wählen--,3,2022-12-02T00:00:00Z,11353,"Staatliche Grundschule ""Andreas Fack"" Kaltennordheim",Kaltennordheim,./22raw/11353_GS_AF_Kaltennordheim.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.5,4.35,155,0,26.2,855,keine,2013-08-03T00:00:00Z,C001497,Landkreis Schmalkalden-Meiningen
m,139,35,ja,ja,Fussball,NA,NA,zweimal,3,2022-12-02T00:00:00Z,11353,"Staatliche Grundschule ""Andreas Fack"" Kaltennordheim",Kaltennordheim,./22raw/11353_GS_AF_Kaltennordheim.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.1,4.95,155,60,23.8,1017,keine,2013-03-22T00:00:00Z,C001498,Landkreis Schmalkalden-Meiningen
w,150,55,nein,nein,NA,NA,NA,--wählen--,3,2022-12-02T00:00:00Z,11353,"Staatliche Grundschule ""Andreas Fack"" Kaltennordheim",Kaltennordheim,./22raw/11353_GS_AF_Kaltennordheim.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.9,4.6,100,0,28.3,693,keine,2013-08-14T00:00:00Z,C001499,Landkreis Schmalkalden-Meiningen
w,132,29,nein,nein,NA,NA,NA,NA,3,2022-12-02T00:00:00Z,11353,"Staatliche Grundschule ""Andreas Fack"" Kaltennordheim",Kaltennordheim,./22raw/11353_GS_AF_Kaltennordheim.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.4,2.95,135,60,25.3,990,keine,2014-02-21T00:00:00Z,C001500,Landkreis Schmalkalden-Meiningen
m,135,28,nein,ja,Kampfsport,NA,NA,einmal,3,2022-12-02T00:00:00Z,11353,"Staatliche Grundschule ""Andreas Fack"" Kaltennordheim",Kaltennordheim,./22raw/11353_GS_AF_Kaltennordheim.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.3,4.3,154,8,21.6,855,keine,2013-11-20T00:00:00Z,C001501,Landkreis Schmalkalden-Meiningen
m,136,40,nein,nein,NA,NA,NA,--wählen--,3,2022-12-02T00:00:00Z,11353,"Staatliche Grundschule ""Andreas Fack"" Kaltennordheim",Kaltennordheim,./22raw/11353_GS_AF_Kaltennordheim.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.5,3.5,145,6,NA,630,keine,2014-04-29T00:00:00Z,C001502,Landkreis Schmalkalden-Meiningen
m,140,40,nein,nein,NA,NA,NA,--wählen--,3,2022-12-02T00:00:00Z,11353,"Staatliche Grundschule ""Andreas Fack"" Kaltennordheim",Kaltennordheim,./22raw/11353_GS_AF_Kaltennordheim.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.3,4.6,136,8,24.4,999,keine,2012-10-10T00:00:00Z,C001503,Landkreis Schmalkalden-Meiningen
m,135,31,nein,ja,Fussball,NA,NA,zweimal,3,2022-12-02T00:00:00Z,11353,"Staatliche Grundschule ""Andreas Fack"" Kaltennordheim",Kaltennordheim,./22raw/11353_GS_AF_Kaltennordheim.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.1,4.6,147,13,21.8,1044,keine,2014-07-03T00:00:00Z,C001504,Landkreis Schmalkalden-Meiningen
w,146,34,nein,ja,Leichtathletik,NA,NA,dreimal,3,2022-12-02T00:00:00Z,11353,"Staatliche Grundschule ""Andreas Fack"" Kaltennordheim",Kaltennordheim,./22raw/11353_GS_AF_Kaltennordheim.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.5,3.5,140,12,28.8,909,keine,2014-02-26T00:00:00Z,C001505,Landkreis Schmalkalden-Meiningen
m,NA,NA,nein,nein,NA,NA,NA,--wählen--,3,2022-12-02T00:00:00Z,11353,"Staatliche Grundschule ""Andreas Fack"" Kaltennordheim",Kaltennordheim,./22raw/11353_GS_AF_Kaltennordheim.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.4,3.95,135,12,28.8,936,keine,2013-06-18T00:00:00Z,C001506,Landkreis Schmalkalden-Meiningen
m,150,40,nein,ja,Fussball,NA,NA,dreimal,3,2022-12-02T00:00:00Z,11353,"Staatliche Grundschule ""Andreas Fack"" Kaltennordheim",Kaltennordheim,./22raw/11353_GS_AF_Kaltennordheim.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.3,4.5,140,13,26.2,837,keine,2014-02-19T00:00:00Z,C001507,Landkreis Schmalkalden-Meiningen
m,134,32,nein,ja,Fussball,NA,NA,dreimal,3,2022-12-02T00:00:00Z,11353,"Staatliche Grundschule ""Andreas Fack"" Kaltennordheim",Kaltennordheim,./22raw/11353_GS_AF_Kaltennordheim.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,5.12,3.5,105,10,30.9,846,keine,2014-07-26T00:00:00Z,C001508,Landkreis Schmalkalden-Meiningen
w,130,27,nein,ja,Turnen/Gymnastik,NA,NA,zweimal,3,2022-12-02T00:00:00Z,11353,"Staatliche Grundschule ""Andreas Fack"" Kaltennordheim",Kaltennordheim,./22raw/11353_GS_AF_Kaltennordheim.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.4,3.4,115,50,25.8,936,keine,2014-04-23T00:00:00Z,C001509,Landkreis Schmalkalden-Meiningen
w,140,NA,nein,nein,NA,NA,NA,NA,3,2022-12-02T00:00:00Z,11353,"Staatliche Grundschule ""Andreas Fack"" Kaltennordheim",Kaltennordheim,./22raw/11353_GS_AF_Kaltennordheim.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.6,3.6,130,18,28.6,882,keine,2012-05-06T00:00:00Z,C001510,Landkreis Schmalkalden-Meiningen
m,143,40,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-25T00:00:00Z,11366,"Staatliche Grundschule ""Am Kieselbach"" Kieselbach",Merkers-Kieselbach,./22raw/11366_GS_Am_Kieselbach_Kieselbach_3a.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.7,4.2,135,12,25.8,846,keine,2013-09-13T00:00:00Z,C001511,Landkreis Wartburgkreis
w,136,29,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-25T00:00:00Z,11366,"Staatliche Grundschule ""Am Kieselbach"" Kieselbach",Merkers-Kieselbach,./22raw/11366_GS_Am_Kieselbach_Kieselbach_3a.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.4,3.2,157,6,30,891,keine,2013-10-28T00:00:00Z,C001512,Landkreis Wartburgkreis
m,150,31,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-25T00:00:00Z,11366,"Staatliche Grundschule ""Am Kieselbach"" Kieselbach",Merkers-Kieselbach,./22raw/11366_GS_Am_Kieselbach_Kieselbach_3a.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.5,4,163,6,26.1,900,keine,2013-12-13T00:00:00Z,C001513,Landkreis Wartburgkreis
w,137,27,nein,ja,Tanzen/Aerobic,NA,NA,dreimal,3a,2022-11-25T00:00:00Z,11366,"Staatliche Grundschule ""Am Kieselbach"" Kieselbach",Merkers-Kieselbach,./22raw/11366_GS_Am_Kieselbach_Kieselbach_3a.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.5,2.8,111,0,25.9,792,keine,2014-02-28T00:00:00Z,C001514,Landkreis Wartburgkreis
w,146,29,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-25T00:00:00Z,11366,"Staatliche Grundschule ""Am Kieselbach"" Kieselbach",Merkers-Kieselbach,./22raw/11366_GS_Am_Kieselbach_Kieselbach_3a.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.6,3.3,115,27,29.9,900,keine,2013-11-16T00:00:00Z,C001515,Landkreis Wartburgkreis
w,137,27,nein,ja,Kampfsport,NA,NA,zweimal,3a,2022-11-25T00:00:00Z,11366,"Staatliche Grundschule ""Am Kieselbach"" Kieselbach",Merkers-Kieselbach,./22raw/11366_GS_Am_Kieselbach_Kieselbach_3a.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.5,3,111,9,27.6,1008,keine,2013-11-19T00:00:00Z,C001516,Landkreis Wartburgkreis
m,143,41,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-25T00:00:00Z,11366,"Staatliche Grundschule ""Am Kieselbach"" Kieselbach",Merkers-Kieselbach,./22raw/11366_GS_Am_Kieselbach_Kieselbach_3a.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,5,3.6,92,0,34,648,keine,2013-08-03T00:00:00Z,C001517,Landkreis Wartburgkreis
m,135,30,nein,ja,Fussball,NA,NA,mehr als dreimal,3a,2022-11-25T00:00:00Z,11366,"Staatliche Grundschule ""Am Kieselbach"" Kieselbach",Merkers-Kieselbach,./22raw/11366_GS_Am_Kieselbach_Kieselbach_3a.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.2,3,85,13,30,783,keine,2013-12-17T00:00:00Z,C001518,Landkreis Wartburgkreis
w,147,33,nein,ja,Tanzen/Aerobic,NA,NA,einmal,3a,2022-11-25T00:00:00Z,11366,"Staatliche Grundschule ""Am Kieselbach"" Kieselbach",Merkers-Kieselbach,./22raw/11366_GS_Am_Kieselbach_Kieselbach_3a.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.4,3,139,20,24.4,855,keine,2014-02-16T00:00:00Z,C001519,Landkreis Wartburgkreis
w,144,31,nein,ja,Tanzen/Aerobic,NA,NA,einmal,3a,2022-11-25T00:00:00Z,11366,"Staatliche Grundschule ""Am Kieselbach"" Kieselbach",Merkers-Kieselbach,./22raw/11366_GS_Am_Kieselbach_Kieselbach_3a.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.2,2.4,131,33,27,936,keine,2014-04-24T00:00:00Z,C001520,Landkreis Wartburgkreis
m,130,25,nein,ja,Fussball,NA,NA,zweimal,3b,2022-11-25T00:00:00Z,11366,"Staatliche Grundschule ""Am Kieselbach"" Kieselbach",Merkers-Kieselbach,./22raw/11366_GS_Am_Kieselbach_Kieselbach_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.2,3.5,125,18,25.5,945,keine,2014-04-17T00:00:00Z,C001521,Landkreis Wartburgkreis
w,149,37,nein,ja,Tanzen/Aerobic,NA,NA,zweimal,3b,2022-11-25T00:00:00Z,11366,"Staatliche Grundschule ""Am Kieselbach"" Kieselbach",Merkers-Kieselbach,./22raw/11366_GS_Am_Kieselbach_Kieselbach_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.6,3.8,118,28,23.1,756,keine,2013-11-10T00:00:00Z,C001522,Landkreis Wartburgkreis
w,133,26,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-25T00:00:00Z,11366,"Staatliche Grundschule ""Am Kieselbach"" Kieselbach",Merkers-Kieselbach,./22raw/11366_GS_Am_Kieselbach_Kieselbach_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.6,2.8,117,19,27.2,927,keine,2014-05-30T00:00:00Z,C001523,Landkreis Wartburgkreis
w,140,29,nein,ja,Kampfsport,NA,NA,zweimal,3b,2022-11-25T00:00:00Z,11366,"Staatliche Grundschule ""Am Kieselbach"" Kieselbach",Merkers-Kieselbach,./22raw/11366_GS_Am_Kieselbach_Kieselbach_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.4,3.3,NA,14,33.4,927,keine,2014-03-29T00:00:00Z,C001524,Landkreis Wartburgkreis
m,131,23,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-25T00:00:00Z,11366,"Staatliche Grundschule ""Am Kieselbach"" Kieselbach",Merkers-Kieselbach,./22raw/11366_GS_Am_Kieselbach_Kieselbach_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,5,2.8,125,9,30.7,999,keine,2014-05-30T00:00:00Z,C001525,Landkreis Wartburgkreis
m,133,28,nein,ja,Kampfsport,NA,NA,zweimal,3b,2022-11-25T00:00:00Z,11366,"Staatliche Grundschule ""Am Kieselbach"" Kieselbach",Merkers-Kieselbach,./22raw/11366_GS_Am_Kieselbach_Kieselbach_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.6,2.8,140,7,36,819,keine,2014-07-01T00:00:00Z,C001526,Landkreis Wartburgkreis
m,148,43,nein,ja,Fussball,NA,NA,zweimal,3b,2022-11-25T00:00:00Z,11366,"Staatliche Grundschule ""Am Kieselbach"" Kieselbach",Merkers-Kieselbach,./22raw/11366_GS_Am_Kieselbach_Kieselbach_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.6,3.2,98,8,27.5,936,keine,2013-08-04T00:00:00Z,C001527,Landkreis Wartburgkreis
w,136,30,nein,ja,Tanzen/Aerobic,Reiten/Voltigieren,NA,zweimal,3b,2022-11-25T00:00:00Z,11366,"Staatliche Grundschule ""Am Kieselbach"" Kieselbach",Merkers-Kieselbach,./22raw/11366_GS_Am_Kieselbach_Kieselbach_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.7,3.7,115,10,25,729,keine,2014-01-31T00:00:00Z,C001528,Landkreis Wartburgkreis
m,145,59,nein,ja,Schwimmen,Fussball,NA,dreimal,3b,2022-11-25T00:00:00Z,11366,"Staatliche Grundschule ""Am Kieselbach"" Kieselbach",Merkers-Kieselbach,./22raw/11366_GS_Am_Kieselbach_Kieselbach_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,5.3,5.4,119,7,36.3,774,keine,2014-03-11T00:00:00Z,C001529,Landkreis Wartburgkreis
m,145,34,nein,ja,Fussball,NA,NA,dreimal,3b,2022-11-25T00:00:00Z,11366,"Staatliche Grundschule ""Am Kieselbach"" Kieselbach",Merkers-Kieselbach,./22raw/11366_GS_Am_Kieselbach_Kieselbach_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4,4,133,7,26.5,918,keine,2013-11-19T00:00:00Z,C001530,Landkreis Wartburgkreis
w,130,34,nein,ja,Reiten/Voltigieren,NA,NA,einmal,3b,2022-11-25T00:00:00Z,11366,"Staatliche Grundschule ""Am Kieselbach"" Kieselbach",Merkers-Kieselbach,./22raw/11366_GS_Am_Kieselbach_Kieselbach_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.7,3.3,145,7,32.1,837,keine,2013-11-24T00:00:00Z,C001531,Landkreis Wartburgkreis
w,134,29,nein,ja,Tanzen/Aerobic,NA,NA,einmal,3b,2022-11-25T00:00:00Z,11366,"Staatliche Grundschule ""Am Kieselbach"" Kieselbach",Merkers-Kieselbach,./22raw/11366_GS_Am_Kieselbach_Kieselbach_3b.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4,3.1,129,15,22.4,864,keine,2013-10-21T00:00:00Z,C001532,Landkreis Wartburgkreis
m,139,28,nein,nein,NA,NA,NA,--wählen--,3,2022-10-05T00:00:00Z,11385,Staatliche Grundschule Oechsen,Oechsen,./22raw/11385_GS_Oechsen.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.4,3.3,120,6,28.7,999,keine,2013-09-30T00:00:00Z,C001533,Landkreis Wartburgkreis
w,134,27,nein,nein,NA,NA,NA,--wählen--,3,2022-10-05T00:00:00Z,11385,Staatliche Grundschule Oechsen,Oechsen,./22raw/11385_GS_Oechsen.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,5.2,2.3,100,20,29.5,954,keine,2014-05-11T00:00:00Z,C001534,Landkreis Wartburgkreis
m,134,29,ja,ja,Fussball,NA,NA,dreimal,3,2022-10-05T00:00:00Z,11385,Staatliche Grundschule Oechsen,Oechsen,./22raw/11385_GS_Oechsen.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,3.9,3.6,140,27,20.7,1035,keine,2014-01-24T00:00:00Z,C001535,Landkreis Wartburgkreis
m,141,30,ja,nein,NA,NA,NA,--wählen--,3,2022-10-05T00:00:00Z,11385,Staatliche Grundschule Oechsen,Oechsen,./22raw/11385_GS_Oechsen.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.3,3.3,140,3,27.9,1053,keine,2014-03-02T00:00:00Z,C001536,Landkreis Wartburgkreis
m,139,30,nein,ja,Leichtathletik,Skisport,NA,einmal,3,2022-10-05T00:00:00Z,11385,Staatliche Grundschule Oechsen,Oechsen,./22raw/11385_GS_Oechsen.xlsx,Landkreis Wartburgkreis,Westthüringen,2022,nein,4.3,5,150,13,24.2,1026,keine,2014-01-11T00:00:00Z,C001537,Landkreis Wartburgkreis
